start	end	text
373840	374920	你可以去问它
374920	376720	现在大概在11月份
376720	378540	它已经迁移到了glock
378540	379960	进行一个推荐算法
379960	381960	所以一些推荐算法
381960	384720	你的帖子的问题都可以去问glock
384720	386320	那还有什么呢
386320	389800	就是这个是Polymo开完之后的一些东西
389800	391840	那还有一个最主要的
391840	393660	其实就是我用的比较多的
393660	394600	其实就两个功能
394600	396420	一个是analytic
396420	400460	它这个的话去分析你最近发帖的一些讯息
400460	401540	相当于一些内容
401540	404700	然后你可以点这个content
404700	407640	它可以去看你的推文的数据
407640	409520	这样可以方便你复盘
409520	411460	那还有功能的话
411460	413240	其实是explore
413240	415760	这是开了会员之后都有的功能
415760	418480	那这个我们下期去进行一个介绍
418480	423060	我们下期间
423060	443740	我们下期间
