start	end	text
142240	144140	那还有一个是搜索
144140	145760	那搜索这个就比较
145760	149320	这个还是比较需要很重要的
149320	152520	这个因为它是包含了一些高级搜索的功能
152520	155980	它可以去通过一些过滤器
155980	157020	也就是这里
157020	159480	它可以通过一些过滤器的设置
159480	162820	然后去筛选出你感兴趣的内容
162820	167580	那比如说你的词是包括GBT5
167580	169880	那我们来试一下
169880	172520	我们排除掉什么呢
172520	174520	比如说
174520	178360	Same
178360	180300	我们排除掉Same
180300	182320	然后我们来应用一下
182320	183020	嗯
184560	184860	诶
184860	185620	等会
185620	188320	Include AI
188320	189320	GBT5
192620	193520	GBT5
194420	195080	GBT5吧
195080	198280	然后排除掉Same
198280	200660	然后你可以去搜一下
200660	203760	那这就是你排除掉的一些内容
203760	205320	其实就是一个简单的示意
205320	208520	那我之前做的有一个AI及时讯息
208520	210320	它的比较复杂
210320	211320	嗯
211320	214080	给你看一下我的社区设置
214080	216560	它包括一些这些什么推特
216560	218160	然后过滤
218160	221420	然后它包括了一些OpenAI
221420	222220	一些公司
222220	222660	可灵
222660	223580	这些
223580	223820	这是
223820	226460	这是一些大公司吧
226460	227260	一些产品
227260	228720	那你可以去看它
228720	229920	我主要是在这里
229920	231980	你直接可以在这里输入就行了
231980	233580	我差不多是这样子
233580	236320	然后它就会监控这些
237060	238980	你的AI产品的内容
238980	240720	它就会实时的去更新
241020	242780	它这边的更新速度很快
242780	243980	你看它是9秒前的
243980	245280	然后我把这个删了
245280	246180	因为我不需要
246180	248560	然后是Message
248560	249380	Message的话
249380	252780	其实你个人的东西可以有一个这里的功能
252780	254420	是NewDef
254420	256780	你可以个人面板
258920	259780	弄一个
259780	261480	然后增加
261480	263520	比如说你自己的Home
263520	264620	这就是你自己的东西吗
264620	267040	然后你可以再增加一个
267040	269580	你的刚才的那个Message
269580	271480	这是你的个人的聊天
271480	274940	然后你还可以去增加你的Notation
274940	276340	就是你的通知
276340	279180	那这个其实就跟那个
279180	280240	X的
280240	282540	就是跟X其实就是一样了
282540	284800	基本上能用到的一些功能
284800	287180	你自己的相关的一些功能
287180	289880	那我来再看一下个人的还有什么
289880	290640	你的Profi
290640	292300	Profi的话没什么意义
292300	294480	然后其他没了
294480	294940	哦
294940	295880	这是你关注的
295880	297800	这是你的那个收藏夹
299040	300780	基本上没了
300780	302080	这等会再讲
302080	304680	然后我们在这里去继续去讲一下
304680	306680	刚才是Glock
306680	309280	Glock其实就单列出来一个Glock
309280	310900	聊天窗口没什么好讲
310900	312040	然后
312040	316400	搜索搜索搜索其实就是把X上的模块拿过来
316400	318300	这里其实就是个定制化
318300	319180	自定义
319180	321740	X的那些就是网页版的
321740	323180	它的官方的页面
323180	327940	其实就是它根据了一些人的一些使用场景
327940	330700	把一些主要常用的一些功能
330700	332260	模块放上去
332260	336100	然后以一个比较好的方式去呈练给大家
336340	337840	那还有一些就是
337840	338840	这期就是
339340	340400	Probiarticle
340400	344340	就是之前说的X上的那些趋势
344340	345260	我把它散了
345260	347060	然后的话
347260	348260	schedule post
348260	349520	这个可以一会儿讲
349520	350820	这个schedule post
350820	352100	是在这里
352620	353720	是需要schedule的
353720	356520	你比如说你发一篇推文
356520	359300	那在X上可以发的推文
359300	360800	就我们也已经介绍过了
360800	363800	你可以直接去做一个长文
363800	367060	或者在没有开会员之下是一个短文
367060	369100	280字幅的限制
369100	370360	那还有一个是长推
370360	375000	你再继续去在下面去增加回复的一个这个
375360	377300	然后你可以我们继续
378820	379420	试一下
381360	382420	在这边的话
384920	386120	你看它这里有
386520	387320	字数限制
388160	389260	它会帮你统计的
391260	391800	两个
391800	393300	这样是那个
393820	395920	然后你可以继续在这里设置
395920	397480	然后它这边
397480	399120	如果你是长帅子的话
399120	401120	它不太能那个定时
401120	403460	它是在这里可以去做定时的
403460	404820	这个功能我觉得还挺好的
404820	406220	就你是一个长文
406220	407320	你开了会员之后
407320	408160	或者短文
408160	409280	你可以去定时它
409280	411260	这是一个pro Xpro
411260	411820	它的
412080	414380	Plymouth会员就是带的功能
414680	417160	所以这边基本上是用的官方的接口
417160	418580	你不要去担心这些
418580	421380	就是它可能去会封号什么的
421380	422420	不太需要担心
422760	423560	然后的话
423560	425080	基本上这个
425080	426380	这个有一个
426380	428280	这个还是挺好的
428280	429480	你可以去看一下
429720	431120	其实就是一个新手指南
431120	431620	这里
431880	434280	你可以先去增加你的column
434480	436140	就是你的单列式图
436140	437040	去增加一个
437040	438980	那有这些选项
438980	440720	最后这里是你的面板
440820	442320	你可以根据
442580	443680	这些list
443920	445720	把它归为某一个类别
445780	447540	比如说你的个人面板
447740	450640	包括了我们刚才的那个通知
450640	452540	个人的推荐流
452540	454240	还有一些私信
454240	456800	这样子我们都可以放放到一个归类
456800	457980	归为个人面板
457980	459240	那还有一个的话
459240	460840	这个你可以去移动
460840	463100	移动你的那个单列式图
463100	464380	去进行拖拽
464380	468580	那这个就其实就是帮助你去改变你这个的
468580	469540	仕途的大小
469540	473600	以及类似的去增山改查这些内容
474460	475200	然后这个的话
475200	476200	其实就是那个
476200	478240	就刚才我们点出来的有些设置
478240	479040	那这些设置
479040	480000	包括了这些
480000	480700	你怎么去
480900	483060	怎么去管理你的desk
483060	484400	这里的一个面板
484400	485040	很多了
485040	487740	基本上会用这四个就够了
487740	489700	那今天我们差不多讲完了
489700	491240	其实回顾一下
491240	492940	其实你左侧的话
492940	494460	其实就是一个导航栏
494460	496340	它根据add column
496340	498900	然后去增加你的单列式图
498900	500860	那这些单列式图的选项
500860	502400	都可以作为一列
502400	504000	去振兴呈现
504000	508460	那这个多列式图是根据你进行自己的喜好吧
508460	511300	然后去可以振兴的自定义
511300	515400	去添加删除重新排列都是可以的
515400	518840	那每一个列就是不同的内容流
518840	519700	那核心功能
519700	520560	其实刚才说了
520560	522500	一个是add column
522500	524800	你的单列式图的
524800	525500	类型吧
525500	526800	还有这个desk
526800	528660	你的面板是怎么一个情况
528660	530860	然后还可以去post
530860	533020	定时发布类这些
533720	536100	那其他的基本上这页
536100	537660	然后我比较推荐的
537660	539460	我用的比较多的是
539460	540320	也就是
540600	540900	嗯
540900	541860	我把这个删的先
541860	543200	我用的搜索
543200	544820	我会去监控一些东西
544820	545360	就是这里
545360	545760	嗯
546320	547420	AI实施讯息
547420	549300	我会在这里去监控一些东西
549300	550500	我刚才也说了
550820	551800	差不多是这样子
551800	552960	这是我社区的内容
552960	554260	那我们今天这样子
554260	554880	好
