start	end	text
294380	296380	这里他有个任务
296380	298700	然后这里我可以给到你们到时候提示词
298880	302580	那这里的提示词大概是指定账户的ID
302740	303940	去筛选机器人
303940	306040	然后去搜索这个List
306380	308540	大家到时候把这个List的
309380	312800	其实就是对应这个ID给替换掉就行了
312800	314460	替换到这个就可以了
314460	318260	然后你可以自己筛选条件去筛选一下
318260	319960	大概是这两个筛选条件
319960	322140	然后后面的都不不太需要改
322140	324140	然后你可以定位每天
324140	326260	然后射尖点都改一下
326260	327460	他可以更新任务
327460	330460	他每天有十个任务可以去做
331000	331720	大概并行
331720	332620	我是SuperGlock
332620	333420	如果你是Glock
333420	334620	我不太清楚
334620	336320	可能是一个或者几个吧
336320	337960	然后他每天都会给你更新
337960	340360	这是今天给我九点的
340560	342000	九点的一些推文
342000	343200	还有不同的数据
343200	345620	前面是那个账户
345620	347420	这个就是账户账号的名称
347420	349800	然后这里是一个相当于是一个简介
349800	352220	然后这里是他的相关的一些数据
352220	354560	对然后你这里就可以可以每天去看他
354560	358660	那这个的话相当于是先构建一个list
358660	361900	你的AI博主喜欢的AI博主
361900	365960	然后你可以用Glock每日定时任务去跑
365960	369200	然后看这一堆你关注的博主
369200	372260	他的一些最新的推文是怎么一个情况
372260	374300	那还有一种就是
374300	377220	还有一个就是你的list里面
377220	378700	因为他那个是定时的嘛
378700	380960	那你可以去关注他
380960	382820	可以给他加铃铛
382820	384460	那这个铃铛加上去之后
384460	387100	他的数据他会在那个
387520	388960	这里一旦他发布
388960	389960	他就会提醒你
389960	392320	就是这个是独立开发鼻祖了
392320	393600	然后他一分钟前的
393600	394960	然后他就会通知你
394960	396300	这是很及时性的
396300	397720	那差不多是这样子
397720	400120	到时候我把那个提示词
400120	402600	以及问superglock的一个提示词
402600	403500	这里的提示词
403500	406000	以及glock任务里面的提示词
406000	407720	我放到那个评论区
407720	409120	好了今天差不多这样
